Sample_title	Sample_geo_accession	Sample_source_name_ch1	Sample_organism_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_platform_id	ID_REF
E17.5E_4_07	GSM2396492	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396492
E17.5E_4_08	GSM2396493	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396493
E17.5E_4_09	GSM2396494	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396494
E17.5E_4_10	GSM2396495	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396495
E17.5E_4_11	GSM2396496	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396496
E17.5E_4_12	GSM2396497	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396497
E17.5E_4_13	GSM2396498	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396498
E17.5E_4_14	GSM2396499	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396499
E17.5E_4_15	GSM2396500	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396500
E17.5E_4_16	GSM2396501	Liver	Mus musculus	embryonic day: E17.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396501
CD_1_01	GSM2396502	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396502
CD_2_01	GSM2396503	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396503
CD_2_02	GSM2396504	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396504
CD_2_03	GSM2396505	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396505
CD_2_04	GSM2396506	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396506
CD_2_05	GSM2396507	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396507
CE_1_01	GSM2396508	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396508
CE_1_02	GSM2396509	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396509
CE_1_03	GSM2396510	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396510
CE_1_04	GSM2396511	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396511
CE_2_01	GSM2396512	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396512
CE_2_02	GSM2396513	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396513
CE_2_03	GSM2396514	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396514
CE_2_04	GSM2396515	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396515
CE_2_05	GSM2396516	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396516
CE_2_06	GSM2396517	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396517
CE_2_07	GSM2396518	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396518
CE_2_08	GSM2396519	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396519
TD_2_01	GSM2396520	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396520
TD_2_02	GSM2396521	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396521
TD_2_03	GSM2396522	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396522
TD_2_04	GSM2396523	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396523
TD_2_05	GSM2396524	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396524
TD_2_06	GSM2396525	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: DLK+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396525
TE_1_01	GSM2396526	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396526
TE_1_02	GSM2396527	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396527
TE_1_03	GSM2396528	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396528
TE_1_04	GSM2396529	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396529
TE_1_05	GSM2396530	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396530
TE_1_06	GSM2396531	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396531
TE_1_07	GSM2396532	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396532
TE_1_08	GSM2396533	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396533
TE_1_09	GSM2396534	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396534
TE_1_10	GSM2396535	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396535
TE_2_01	GSM2396536	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396536
TE_2_02	GSM2396537	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396537
TE_2_03	GSM2396538	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396538
TE_2_04	GSM2396539	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396539
TE_2_05	GSM2396540	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396540
TE_2_06	GSM2396541	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396541
TE_2_07	GSM2396542	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396542
TE_2_08	GSM2396543	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396543
TE_2_09	GSM2396544	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396544
TE_2_10	GSM2396545	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396545
TE_2_11	GSM2396546	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396546
TE_2_12	GSM2396547	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2396547
E14.5D_3_01	GSM2574272	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574272
E14.5D_3_02	GSM2574273	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574273
E14.5D_3_03	GSM2574274	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574274
E14.5D_3_04	GSM2574275	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574275
E14.5D_3_05	GSM2574276	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574276
E14.5D_3_06	GSM2574277	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574277
E14.5D_3_07	GSM2574278	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574278
E14.5D_3_08	GSM2574279	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574279
E14.5D_3_09	GSM2574280	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574280
E14.5D_3_10	GSM2574281	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574281
E14.5D_3_11	GSM2574282	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574282
E14.5D_3_12	GSM2574283	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574283
E14.5D_3_13	GSM2574284	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574284
E14.5D_3_14	GSM2574285	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574285
E14.5E_3_01	GSM2574286	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574286
E14.5E_3_02	GSM2574287	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574287
E14.5E_3_03	GSM2574288	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574288
E14.5E_3_04	GSM2574289	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574289
E14.5E_3_05	GSM2574290	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574290
E14.5E_3_06	GSM2574291	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574291
E14.5E_3_07	GSM2574292	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574292
E14.5E_3_08	GSM2574293	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574293
E14.5E_3_09	GSM2574294	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574294
E14.5E_3_10	GSM2574295	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574295
E14.5E_3_11	GSM2574296	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574296
E14.5E_3_12	GSM2574297	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574297
E14.5E_3_13	GSM2574298	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574298
E14.5E_3_14	GSM2574299	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574299
E14.5E_3_15	GSM2574300	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574300
E14.5E_3_16	GSM2574301	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574301
E14.5E_3_17	GSM2574302	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574302
E14.5E_3_18	GSM2574303	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574303
E14.5E_3_19	GSM2574304	Liver	Mus musculus	embryonic day: E14.5	culture time: na	treatment: na	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2574304
CE_3_01	GSM2574305	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574305
CE_3_02	GSM2574306	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574306
CE_3_03	GSM2574307	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574307
CE_3_04	GSM2574308	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574308
CE_3_05	GSM2574309	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574309
CE_3_06	GSM2574310	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574310
CE_3_07	GSM2574311	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574311
CE_3_08	GSM2574312	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574312
CE_3_09	GSM2574313	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574313
CE_3_10	GSM2574314	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574314
TUE_3_01	GSM2574315	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574315
TUE_3_02	GSM2574316	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574316
TUE_3_03	GSM2574317	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574317
TUE_3_04	GSM2574318	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574318
TUE_4_01	GSM2574319	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574319
TUE_4_02	GSM2574320	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574320
TUE_4_03	GSM2574321	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574321
TUE_4_04	GSM2574322	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574322
TUE_4_05	GSM2574323	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: TPPB+U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574323
UE_3_01	GSM2574324	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574324
UE_3_02	GSM2574325	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574325
UE_3_03	GSM2574326	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574326
UE_3_04	GSM2574327	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574327
UE_3_05	GSM2574328	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574328
CE_4_01	GSM2574329	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574329
CE_4_02	GSM2574330	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: Control	sorting: EpCAM+	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2574330
UE_4_01	GSM2574331	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574331
UE_4_02	GSM2574332	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574332
UE_4_03	GSM2574333	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574333
UE_4_04	GSM2574334	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574334
UE_4_05	GSM2574335	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574335
UE_4_06	GSM2574336	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574336
UE_4_07	GSM2574337	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574337
UE_4_08	GSM2574338	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574338
UE_4_09	GSM2574339	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574339
UE_4_10	GSM2574340	Liver	Mus musculus	embryonic day: E12.5	culture time: 2 days	treatment: U0126	sorting: EpCAM+	putative cell type: cholangiocyte	GPL17021	GSM2574340
