ID	Symbol	GeneLength	E10.5#1	E10.5#2	E11.5#1	E11.5#2	E12.5#1	E12.5#2	E13.5#1	E13.5#2	E14.5#1	E14.5#2	E15.5#1	E15.5#2	E16.5#1	E16.5#2	E17.5#1	E17.5#2	E18.5#1	E18.5#2
ENSMUSG00000084413	Gm12017	1003	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084414	Gm11270	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084415	Gm12837	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084416	Rpl10a-ps1	654	593	410	373	408	382	489	539	503	346	284	292	222	196	199	245	193	218	184
ENSMUSG00000084417	Gm23463	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084418	Gm22276	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084419	Gm22275	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084421	Gm25107	129	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084422	Gm25108	78	7	4	4	5	6	1	0	0	0	2	1	0	2	1	1	1	0	0
ENSMUSG00000084423	Gm25109	114	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084425	Gm25104	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084426	Gm25105	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084428	Gm25102	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084432	Gm23426	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084433	Gm25945	135	8	7	1	3	2	0	6	1	2	5	5	1	1	1	2	1	4	6
ENSMUSG00000084435	Gm23429	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084437	Gm23428	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084439	Gm23430	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084440	Gm26254	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084441	Gm26255	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084442	Gm26253	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084445	Gm26252	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084447	Gm26251	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084448	Gm26256	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084449	Gm26257	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084450	Gm24595	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084451	Gm24594	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084452	Gm24597	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084453	Gm24596	107	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000084454	Gm24592	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084456	Gm24593	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084458	Mir1907	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084459	Gm24598	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084460	Gm22957	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084461	Gm22958	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084463	Gm22959	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084466	Gm22960	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084468	Gm22955	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084469	Gm22956	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084473	Gm25784	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084474	Gm25783	190	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000084475	Gm25782	289	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084476	Gm25781	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084477	Gm25780	253	1	7	0	0	1	1	0	0	1	0	0	3	2	0	1	1	2	0
ENSMUSG00000084478	Gm26425	82	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084479	Gm26424	104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084484	Gm23788	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084485	Gm23789	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084487	Gm23787	73	4	4	1	3	4	2	3	1	6	2	6	1	1	3	0	2	0	0
ENSMUSG00000084493	Gm22106	127	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084496	Gm22514	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084497	Gm22107	100	5	1	3	1	9	5	7	3	10	2	2	5	3	3	4	1	2	2
ENSMUSG00000084500	Gm25320	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084501	Gm25319	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084502	Gm23791	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084503	Gm25318	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084504	Gm25323	103	1	4	0	1	2	0	1	0	0	1	2	0	3	1	0	0	0	0
ENSMUSG00000084505	Gm25322	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084506	Gm23792	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084507	Gm25321	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084508	Gm25325	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084511	Gm22481	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084512	Gm22482	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084514	Mir1893	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084515	Gm22479	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084516	Mir1902	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084517	Gm22480	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084518	Gm22477	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084519	Gm22478	154	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084520	U2	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084521	Gm24183	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084522	Gm25819	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084523	Mir1903	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084524	Gm24184	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084527	Gm24185	105	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084530	Mir1897	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084531	Gm25843	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084535	Mir1906-1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084536	Gm25844	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084537	Gm25845	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084539	Gm25842	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084543	Gm23184	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084544	Gm23183	323	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084546	Gm24937	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084547	Gm24936	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084549	DQ267100	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084550	Gm25269	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084551	Gm24839	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084552	Gm24840	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084555	Gm25270	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084557	Gm25279	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084558	Gm24836	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084559	Mir1906-2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084560	Gm26478	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084564	Mir1895	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084565	Mir1901	78	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084566	Gm26477	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084567	Gm26476	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084568	Gm26480	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084569	Gm26479	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084572	Gm23657	294	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000084575	Gm23656	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084576	Gm23655	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084579	Gm23661	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084581	Gm25179	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084582	Gm25178	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084583	Gm25177	117	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000084589	Gm25176	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084590	Mir1896	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084591	Gm22344	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084592	Mir1898	83	8	15	4	7	7	1	1	0	6	1	7	4	6	2	0	1	1	3
ENSMUSG00000084593	Gm22345	107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084596	Gm22342	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084597	Gm22343	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084598	Gm23867	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084600	Gm22201	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084601	Gm23111	105	2	0	2	1	2	0	0	0	1	0	1	0	0	0	0	0	0	3
ENSMUSG00000084603	Gm22204	327	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084604	Gm22205	71	6	5	6	6	7	7	9	0	10	5	2	7	8	4	2	1	0	0
ENSMUSG00000084605	Gm23837	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084606	Gm23118	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084607	Gm22208	110	7	2	2	7	3	4	0	0	5	2	2	0	1	2	1	0	0	2
ENSMUSG00000084608	Gm22198	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084609	Gm22199	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084610	Gm25052	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084611	Gm24371	267	1	1	0	3	1	1	2	0	1	1	0	0	0	0	1	0	1	0
ENSMUSG00000084616	Gm25047	104	4	9	14	14	17	8	3	0	7	15	6	13	12	11	3	6	2	3
ENSMUSG00000084617	Gm22073	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084619	Gm25045	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084620	Gm25103	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084621	Gm25106	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084622	Gm25545	323	0	0	1	0	3	1	3	0	1	1	3	4	2	0	1	0	1	0
ENSMUSG00000084625	Gm25544	120	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084627	Gm25543	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084628	Gm22613	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084629	Gm25112	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084631	Gm23885	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084632	Gm23887	172	11	8	3	2	2	1	5	0	4	3	3	2	6	1	2	0	3	0
ENSMUSG00000084633	Gm23886	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084635	Gm23883	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084636	Gm23884	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084638	Gm23889	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084639	Gm23888	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084640	Gm24383	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084642	Gm24384	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084643	Gm24385	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084644	Gm24379	86	0	6	1	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0
ENSMUSG00000084645	Gm24380	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084646	Gm24381	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084647	Gm24382	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084648	Gm24378	106	11	11	4	3	6	4	0	3	3	1	0	1	1	3	0	0	0	0
ENSMUSG00000084650	Gm22718	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084651	Mir1904	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084652	Gm22717	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000084653	Gm26091	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084658	Gm22721	83	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084659	Gm22720	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084661	Gm24635	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084663	Mir1900	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084664	Gm23213	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084665	Gm23214	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084666	Gm23211	308	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084667	Gm23212	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084668	Gm24633	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084669	Gm23206	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084671	Gm26023	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084674	Gm26027	268	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084675	Gm26026	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084678	Gm26020	183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084682	Gm22024	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084683	Gm22025	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084684	Gm22026	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084686	Gm22027	127	9	12	3	8	4	13	1	1	17	4	4	8	4	6	6	3	2	3
ENSMUSG00000084690	Gm24896	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084691	Gm24895	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084693	Gm24894	118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084694	Gm24893	369	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084696	Gm24892	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084700	Gm22984	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084702	Gm22986	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084703	Gm22985	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084706	Gm22987	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084708	Gm22988	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084710	Gm24628	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084711	Gm24629	89	3	10	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000084713	Gm24627	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084714	Gm24631	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084717	Gm24630	106	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084719	Gm24632	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084722	Gm24140	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084725	Gm24141	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084728	Mir1905	82	4	0	3	2	2	0	5	7	4	2	3	1	1	2	2	0	3	0
ENSMUSG00000084729	Gm24139	288	0	2	1	0	1	0	0	0	0	0	1	2	3	2	0	0	0	1
ENSMUSG00000084731	Gm25806	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084732	Gm25807	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084733	Gm25808	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084734	Gm25804	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084737	Gm25805	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084738	Gm25809	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084739	Gm22067	107	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084740	Gm25294	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084741	Gm25293	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084743	Gm25295	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084744	Gm25291	144	2	16	2	6	3	3	0	1	2	4	3	1	3	2	1	0	6	1
ENSMUSG00000084745	Gm25290	144	0	0	1	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000084746	Gm25292	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084747	Mir1899	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084748	Gm25289	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084749	Gm25288	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084750	Gm22453	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084751	Mir1894	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084752	Gm22451	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084753	Gm22452	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084754	Gm12532	2684	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084755	Gm16276	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084756	Gm13881	3716	0	0	1	0	2	1	0	0	1	0	0	2	1	1	3	3	1	0
ENSMUSG00000084757	1700057H15Rik	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084758	Gm12798	666	0	1	0	2	0	0	6	0	2	0	0	1	0	0	5	0	3	1
ENSMUSG00000084760	Gm15472	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084761	Gm12406	697	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000084762	Gm14074	412	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084764	Grip1os2	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084766	Gm12714	669	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084768	Gm13605	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000084769	Gm12061	479	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084771	A230072E10Rik	3292	3	2	1	2	0	3	8	4	1	3	2	1	3	2	5	2	13	5
ENSMUSG00000084772	Gm15473	1179	4	1	1	0	0	3	0	0	1	0	1	0	1	0	0	1	0	0
ENSMUSG00000084773	Gm12159	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084774	Gm14110	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084775	Gm16741	1818	2	2	0	0	0	0	1	2	0	0	1	5	0	0	1	0	0	0
ENSMUSG00000084776	Gm14951	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084780	Gm15350	569	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084781	D930015M05Rik	1190	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084782	Gm11213	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084783	Gm15419	743	2	0	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	1
ENSMUSG00000084785	Gm13972	3164	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084786	Ubl5	2511	1254	988	904	1047	1237	1198	1458	1220	1497	916	956	1037	1041	951	674	559	643	552
ENSMUSG00000084787	Gm12436	2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084788	Gm11342	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084789	Gm12974	333	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSMUSG00000084790	Gm15879	809	149	128	69	120	132	138	140	95	163	59	53	41	35	33	37	17	26	20
ENSMUSG00000084791	Gm13667	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084792	1700056N10Rik	1043	7	7	1	7	4	10	2	0	8	7	0	6	5	1	10	3	4	7
ENSMUSG00000084793	Gm2568	1166	1	2	2	4	2	13	5	4	12	7	8	6	5	8	8	3	4	1
ENSMUSG00000084794	Gm13662	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084795	Gm14617	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
