"tcga_id"	"cohort"	"purity"	"log2_bap1"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"
"TCGA-EY-A548-01"	"TCGA-UCEC"	0.66	10.7853082211849	2	"chr3:2170634-197812401"	195641768
"TCGA-5B-A90C-01"	"TCGA-UCEC"	0.83	11.4924278485501	4	"chr3:52372586-56732145"	4359560
"TCGA-D1-A16S-01"	"TCGA-UCEC"	0.71	11.3041974971753	3	"chr3:49990690-53067810"	3077121
"TCGA-BK-A139-01"	"TCGA-UCEC"	0.44	9.58686620444574	3	"chr3:41613732-55271371"	13657640
"TCGA-EY-A1GC-01"	"TCGA-UCEC"	0.58	11.8760690427438	5	"chr3:50756696-52535464"	1778769
"TCGA-E6-A2P8-01"	"TCGA-UCEC"	0.59	11.6527385036552	2	"chr3:2170634-54754816"	52584183
"TCGA-D1-A17U-01"	"TCGA-UCEC"	0.7	11.2348490820832	2	"chr3:36850436-197812401"	160961966
"TCGA-A5-A2K5-01"	"TCGA-UCEC"	0.73	11.4847994849774	2	"chr3:2170634-65190721"	63020088
"TCGA-D1-A16F-01"	"TCGA-UCEC"	NA	11.3395393659842	NA	NA	NA
"TCGA-AP-A0LM-01"	"TCGA-UCEC"	0.57	11.643873317406	2	"chr3:2170634-116182140"	114011507
"TCGA-D1-A16G-01"	"TCGA-UCEC"	0.36	11.3350377876786	4	"chr3:42800753-52658236"	9857484
"TCGA-D1-A175-01"	"TCGA-UCEC"	0.8	11.7467570543278	2	"chr3:2170634-197812401"	195641768
"TCGA-BG-A0MI-01"	"TCGA-UCEC"	0.86	11.6149360715429	2	"chr3:2933749-84304566"	81370818
"TCGA-AJ-A2QM-01"	"TCGA-UCEC"	0.83	11.4943519345986	4	"chr3:50131833-53928562"	3796730
"TCGA-AX-A0IU-01"	"TCGA-UCEC"	0.79	11.3780294521489	2	"chr3:42365378-61287807"	18922430
"TCGA-PG-A917-01"	"TCGA-UCEC"	0.77	11.113352605655	2	"chr3:11866564-69119239"	57252676
"TCGA-EY-A1G8-01"	"TCGA-UCEC"	0.76	11.2750666991627	2	"chr3:2170634-172710718"	170540085
"TCGA-FY-A4B0-01"	"TCGA-THCA"	0.72	12.416121406171	2	"chr3:23826590-197812401"	173985812
"TCGA-ET-A3DT-01"	"TCGA-THCA"	0.53	12.0874916945036	2	"chr3:2170634-112435478"	110264845
"TCGA-ET-A39I-01"	"TCGA-THCA"	0.8	12.466609189959	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A2PR-01"	"TCGA-THCA"	1	12.4893960158584	2	"chr3:14815586-67145400"	52329815
"TCGA-DJ-A2PP-01"	"TCGA-THCA"	0.77	12.4244326250073	2	"chr3:30151286-197812401"	167661116
"TCGA-EL-A4K6-01"	"TCGA-THCA"	0.82	12.6933855452829	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3MZ-01"	"TCGA-THCA"	0.6	12.1105100050324	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A2P2-01"	"TCGA-THCA"	0.85	11.2320879829767	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A22N-01"	"TCGA-THCA"	0.57	12.8379298961121	4	"chr3:2170634-106892748"	104722115
"TCGA-BJ-A0Z0-01"	"TCGA-THCA"	0.89	12.1134168692975	2	"chr3:35070195-197812401"	162742207
"TCGA-EM-A3FO-01"	"TCGA-THCA"	0.82	11.6286441170025	2	"chr3:2170634-197812401"	195641768
"TCGA-FY-A3BL-01"	"TCGA-THCA"	0.97	12.4804790507014	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A40T-01"	"TCGA-THCA"	0.63	11.8724347217968	2	"chr3:2170634-197812401"	195641768
"TCGA-E8-A3X7-01"	"TCGA-THCA"	0.65	12.2572678600933	2	"chr3:46668608-197812401"	151143794
"TCGA-ET-A40S-01"	"TCGA-THCA"	0.69	11.9938245877161	2	"chr3:2170634-53164998"	50994365
"TCGA-4C-A93U-01"	"TCGA-THCA"	0.73	12.1602872904807	2	"chr3:2170634-86212375"	84041742
"TCGA-DJ-A3UX-01"	"TCGA-THCA"	NA	12.1832337218624	NA	"chr3:2170634-77436274"	75265641
"TCGA-EM-A22M-01"	"TCGA-THCA"	0.51	12.1752079699476	2	"chr3:2170634-133781134"	131610501
"TCGA-E3-A3DY-01"	"TCGA-THCA"	0.69	12.0851560354475	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A3PU-01"	"TCGA-THCA"	0.8	12.3248925107392	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A1QF-01"	"TCGA-THCA"	0.78	12.23467689163	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3CL-01"	"TCGA-THCA"	0.74	12.028942200137	2	"chr3:45886249-58631785"	12745537
"TCGA-DJ-A3UP-01"	"TCGA-THCA"	0.88	12.2506283244512	2	"chr3:2170634-197812401"	195641768
"TCGA-J8-A3O0-01"	"TCGA-THCA"	0.85	11.7769607542671	2	"chr3:2170634-110599175"	108428542
"TCGA-EM-A2CT-01"	"TCGA-THCA"	1	12.4804294918372	2	"chr3:43201600-197812401"	154610802
"TCGA-EM-A1CW-01"	"TCGA-THCA"	0.54	12.76941677828	2	"chr3:2170634-197812401"	195641768
"TCGA-J8-A4HY-01"	"TCGA-THCA"	0.45	12.5433374518873	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A1QQ-01"	"TCGA-THCA"	0.93	12.2062649064601	2	"chr3:45963924-86267678"	40303755
"TCGA-EL-A3H2-01"	"TCGA-THCA"	0.84	12.6256911189632	2	"chr3:2170634-197812401"	195641768
"TCGA-MK-A4N6-01"	"TCGA-THCA"	0.96	12.3925991997316	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A3AO-01"	"TCGA-THCA"	0.66	11.9548409373149	2	"chr3:2170634-64727268"	62556635
"TCGA-FE-A234-01"	"TCGA-THCA"	0.58	12.0881703478259	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A4KQ-01"	"TCGA-THCA"	0.36	12.4589274892047	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3V0-01"	"TCGA-THCA"	0.67	12.1313658872821	2	"chr3:39252529-197812401"	158559873
"TCGA-ET-A2MY-01"	"TCGA-THCA"	0.81	12.4144763607229	2	"chr3:18968589-197812401"	178843813
"TCGA-EM-A3AI-01"	"TCGA-THCA"	0.78	12.311562301559	2	"chr3:2170634-62890505"	60719872
"TCGA-EL-A3H5-01"	"TCGA-THCA"	0.51	11.6936769731399	2	"chr3:2170634-118083796"	115913163
"TCGA-DJ-A3UU-01"	"TCGA-THCA"	0.49	12.1549413122408	2	"chr3:27220855-137035034"	109814180
"TCGA-BJ-A45F-01"	"TCGA-THCA"	0.84	12.1979495788427	2	"chr3:2170634-169545718"	167375085
"TCGA-ET-A25G-01"	"TCGA-THCA"	0.82	12.4931149082451	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A45J-01"	"TCGA-THCA"	NA	12.1380796617325	NA	"chr3:2170634-197812401"	195641768
"TCGA-DE-A69J-01"	"TCGA-THCA"	0.66	12.050678656849	2	"chr3:2170634-197812401"	195641768
"TCGA-FY-A3ON-01"	"TCGA-THCA"	0.95	12.0602157341159	2	"chr3:14815331-197812401"	182997071
"TCGA-DE-A4MC-01"	"TCGA-THCA"	0.82	11.919217367604	2	"chr3:2170634-197812401"	195641768
"TCGA-FE-A22Z-01"	"TCGA-THCA"	0.77	12.1959956763958	2	"chr3:2170634-197812401"	195641768
"TCGA-E8-A415-01"	"TCGA-THCA"	NA	12.1475674827882	NA	"chr3:36274311-117033809"	80759499
"TCGA-FY-A3W9-01"	"TCGA-THCA"	0.89	12.4742547303257	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A1QM-01"	"TCGA-THCA"	0.19	12.4212967981277	2	"chr3:50999827-64391626"	13391800
"TCGA-DE-A4M8-01"	"TCGA-THCA"	0.33	12.2141396256417	2	"chr3:2170634-152305888"	150135255
"TCGA-DJ-A3UW-01"	"TCGA-THCA"	0.32	12.0806399195418	2	"chr3:2170634-197812401"	195641768
"TCGA-IM-A3ED-01"	"TCGA-THCA"	0.6	11.9281137267953	2	"chr3:3056126-154223594"	151167469
"TCGA-EL-A4K1-01"	"TCGA-THCA"	0.96	11.9632504605456	2	"chr3:2170634-197812401"	195641768
"TCGA-FE-A230-01"	"TCGA-THCA"	0.63	12.3354229424046	2	"chr3:2170634-197812401"	195641768
"TCGA-FE-A236-01"	"TCGA-THCA"	0.82	12.6302688155595	2	"chr3:6870926-57404160"	50533235
"TCGA-EL-A3T9-01"	"TCGA-THCA"	0.6	12.164899371821	2	"chr3:2170634-68285429"	66114796
"TCGA-DE-A4MD-01"	"TCGA-THCA"	0.93	12.4903851654848	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A2PU-01"	"TCGA-THCA"	0.87	12.5054734133571	2	"chr3:2170634-197812401"	195641768
"TCGA-FE-A233-01"	"TCGA-THCA"	0.81	12.5596781517558	2	"chr3:2170634-197812401"	195641768
"TCGA-H2-A422-01"	"TCGA-THCA"	0.8	12.3447518229684	2	"chr3:2170634-96340389"	94169756
"TCGA-EL-A3CY-01"	"TCGA-THCA"	NA	12.1412368282023	NA	"chr3:7601412-137308065"	129706654
"TCGA-DJ-A2PW-01"	"TCGA-THCA"	0.3	12.1182328125524	2	"chr3:6203133-197812401"	191609269
"TCGA-EM-A2CR-01"	"TCGA-THCA"	NA	12.9752325155526	NA	"chr3:9051430-133756719"	124705290
"TCGA-E8-A44M-01"	"TCGA-THCA"	NA	11.9851837650579	NA	"chr3:2170634-197812401"	195641768
"TCGA-EM-A2CK-01"	"TCGA-THCA"	0.77	12.5406445970822	2	"chr3:2170634-86212375"	84041742
"TCGA-EM-A3FQ-01"	"TCGA-THCA"	0.53	11.9366412909113	2	"chr3:3129108-188765487"	185636380
"TCGA-DJ-A3V9-01"	"TCGA-THCA"	0.42	11.9706280870181	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3VB-01"	"TCGA-THCA"	0.66	12.0389530674951	2	"chr3:2170634-133292827"	131122194
"TCGA-DE-A0Y3-01"	"TCGA-THCA"	1	12.2701787714767	2	"chr3:2170634-197812401"	195641768
"TCGA-DE-A4MB-01"	"TCGA-THCA"	0.67	12.2707539933299	2	"chr3:37528979-197812401"	160283423
"TCGA-EM-A2OV-01"	"TCGA-THCA"	0.66	12.9141091181401	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A4FN-01"	"TCGA-THCA"	0.61	12.1861403544638	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A4UR-01"	"TCGA-THCA"	0.78	12.0605822808601	2	"chr3:2170634-197812401"	195641768
"TCGA-FY-A76V-01"	"TCGA-THCA"	0.67	12.3126793777506	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3UO-01"	"TCGA-THCA"	0.79	12.2654856329335	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A4UL-01"	"TCGA-THCA"	0.84	12.3360087636135	2	"chr3:2170634-189821531"	187650898
"TCGA-DJ-A3V7-01"	"TCGA-THCA"	NA	12.2913425092091	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A3PR-01"	"TCGA-THCA"	0.46	12.3145930284433	2	"chr3:2170634-197812401"	195641768
"TCGA-IM-A3EB-01"	"TCGA-THCA"	0.68	11.9672136282148	2	"chr3:2170634-197812401"	195641768
"TCGA-E3-A3E0-01"	"TCGA-THCA"	0.66	11.981714843821	2	"chr3:2170634-81497265"	79326632
"TCGA-E8-A414-01"	"TCGA-THCA"	0.45	12.138620611934	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A2CU-01"	"TCGA-THCA"	NA	12.1923049773052	NA	"chr3:2170634-104726432"	102555799
"TCGA-IM-A4EB-01"	"TCGA-THCA"	0.58	12.0780313469262	2	"chr3:16825528-105088009"	88262482
"TCGA-BJ-A2N8-01"	"TCGA-THCA"	0.64	11.9111964814988	2	"chr3:2170634-72034778"	69864145
"TCGA-BJ-A3F0-01"	"TCGA-THCA"	0.72	13.0092735084727	2	"chr3:2170634-197812401"	195641768
"TCGA-FK-A3SD-01"	"TCGA-THCA"	0.8	12.7942435095419	2	"chr3:2170634-54911118"	52740485
"TCGA-IM-A420-01"	"TCGA-THCA"	0.67	12.2748520514505	2	"chr3:2170634-144184184"	142013551
"TCGA-EL-A3MX-01"	"TCGA-THCA"	0.65	12.0682517525977	3	"chr3:2170634-72377861"	70207228
"TCGA-DJ-A3VL-01"	"TCGA-THCA"	0.89	12.107298630038	2	"chr3:2170634-182507459"	180336826
"TCGA-EM-A22L-01"	"TCGA-THCA"	0.8	12.2562752443507	2	"chr3:42301709-197812401"	155510693
"TCGA-EL-A4K9-01"	"TCGA-THCA"	0.67	11.9898385489583	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A2PO-01"	"TCGA-THCA"	0.96	12.378489188118	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A13S-01"	"TCGA-THCA"	0.67	12.5907688383527	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A1QN-01"	"TCGA-THCA"	0.6	11.9001110619224	2	"chr3:2170634-172866522"	170695889
"TCGA-DJ-A3VJ-01"	"TCGA-THCA"	0.52	11.8823337769504	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A25J-01"	"TCGA-THCA"	0.78	12.6878764042314	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3ZG-01"	"TCGA-THCA"	1	12.3369777515781	2	"chr3:2170634-197812401"	195641768
"TCGA-L6-A4EQ-01"	"TCGA-THCA"	0.67	12.5702285542498	2	"chr3:2170634-197812401"	195641768
"TCGA-J8-A3YH-01"	"TCGA-THCA"	0.67	11.9146841826716	2	"chr3:2170634-120795336"	118624703
"TCGA-E3-A3E1-01"	"TCGA-THCA"	0.66	12.2946099898224	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A4O9-01"	"TCGA-THCA"	0.96	12.6844988384497	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A4UQ-01"	"TCGA-THCA"	0.68	12.161235672904	2	"chr3:44024530-79831857"	35807328
"TCGA-EL-A3GR-01"	"TCGA-THCA"	0.66	11.9678522430422	2	"chr3:45925884-98172340"	52246457
"TCGA-E3-A3E5-01"	"TCGA-THCA"	0.88	12.1783667590111	2	"chr3:43366474-54974719"	11608246
"TCGA-DJ-A3UZ-01"	"TCGA-THCA"	NA	12.0509987286002	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A0ZB-01"	"TCGA-THCA"	0.67	12.3010566581192	2	"chr3:2170634-129593367"	127422734
"TCGA-MK-A84Z-01"	"TCGA-THCA"	0.85	12.2028112874789	2	"chr3:14146790-197812401"	183665612
"TCGA-EL-A3GP-01"	"TCGA-THCA"	0.62	12.3158561217441	2	"chr3:33886887-75049068"	41162182
"TCGA-EM-A3FK-01"	"TCGA-THCA"	0.66	11.9897340318097	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A4FK-01"	"TCGA-THCA"	0.81	12.728079751591	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3ZM-01"	"TCGA-THCA"	0.85	12.0894624929338	2	"chr3:2170634-182507830"	180337197
"TCGA-BJ-A28T-01"	"TCGA-THCA"	0.84	12.0926067743037	2	"chr3:2170634-197812401"	195641768
"TCGA-KS-A4I5-01"	"TCGA-THCA"	0.55	12.1285692116742	2	"chr3:2170634-75910220"	73739587
"TCGA-EM-A3FJ-01"	"TCGA-THCA"	0.61	11.7648378304263	2	"chr3:2170634-129593367"	127422734
"TCGA-EL-A3GO-01"	"TCGA-THCA"	0.8	12.082579135955	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3VM-01"	"TCGA-THCA"	0.8	12.2932283092408	2	"chr3:50278688-76596709"	26318022
"TCGA-DJ-A3UM-01"	"TCGA-THCA"	0.72	12.1895214308773	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A4FO-01"	"TCGA-THCA"	0.99	12.2518192197366	2	"chr3:2170634-62636592"	60465959
"TCGA-H2-A26U-01"	"TCGA-THCA"	0.32	12.2507463984986	2	"chr3:2170634-85633738"	83463105
"TCGA-BJ-A4O8-01"	"TCGA-THCA"	1	12.1287765604372	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A3DS-01"	"TCGA-THCA"	0.82	12.6582855156665	2	"chr3:2170634-197812401"	195641768
"TCGA-E3-A3DZ-01"	"TCGA-THCA"	0.77	11.9753537196969	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A3OA-01"	"TCGA-THCA"	0.86	12.3618791099756	2	"chr3:2170634-197812401"	195641768
"TCGA-FK-A4UB-01"	"TCGA-THCA"	0.81	12.163735907938	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A22J-01"	"TCGA-THCA"	0.96	12.5421898036422	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A1CU-01"	"TCGA-THCA"	0.73	12.2196049886154	2	"chr3:2170634-183174067"	181003434
"TCGA-FK-A3SG-01"	"TCGA-THCA"	0.54	12.0236053343763	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A1YD-01"	"TCGA-THCA"	NA	12.3378081648329	NA	"chr3:2170634-80157232"	77986599
"TCGA-KS-A41I-01"	"TCGA-THCA"	0.75	12.4024408522022	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A39O-01"	"TCGA-THCA"	0.72	12.1244823517567	2	"chr3:11515867-119959955"	108444089
"TCGA-FY-A40M-01"	"TCGA-THCA"	1	11.7763641514499	2	"chr3:2170634-190810392"	188639759
"TCGA-EM-A4FM-01"	"TCGA-THCA"	0.59	12.1547546750551	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A28V-01"	"TCGA-THCA"	0.72	12.5700781211668	2	"chr3:2170634-156365024"	154194391
"TCGA-DJ-A4UW-01"	"TCGA-THCA"	0.66	12.0009822142511	2	"chr3:36274311-62619938"	26345628
"TCGA-EM-A1CS-01"	"TCGA-THCA"	0.8	12.1931411049713	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3UV-01"	"TCGA-THCA"	NA	12.0638729946857	NA	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A0ZC-01"	"TCGA-THCA"	0.76	12.5251237441712	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A3DP-01"	"TCGA-THCA"	0.64	12.1372173601185	2	"chr3:4409865-145761336"	141351472
"TCGA-BJ-A45E-01"	"TCGA-THCA"	0.25	12.6032992213271	2	"chr3:2170634-165304048"	163133415
"TCGA-DJ-A3V8-01"	"TCGA-THCA"	0.67	12.0713337004766	2	"chr3:16451592-197812401"	181360810
"TCGA-EM-A1YC-01"	"TCGA-THCA"	NA	12.4872638917468	NA	"chr3:44360378-53600399"	9240022
"TCGA-EM-A2P1-01"	"TCGA-THCA"	0.29	11.7799449172262	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A13L-01"	"TCGA-THCA"	0.47	11.9999600162858	2	"chr3:2170634-197812401"	195641768
"TCGA-QD-A8IV-01"	"TCGA-THCA"	0.87	12.3373499214377	2	"chr3:30783929-197812401"	167028473
"TCGA-DJ-A3V3-01"	"TCGA-THCA"	0.66	11.9426280313659	2	"chr3:2170634-155424508"	153253875
"TCGA-DJ-A2PN-01"	"TCGA-THCA"	0.84	12.1631550494291	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3T8-01"	"TCGA-THCA"	0.48	12.2937884390649	2	"chr3:2170634-159943487"	157772854
"TCGA-DJ-A3UN-01"	"TCGA-THCA"	0.7	12.2104077171486	2	"chr3:45575999-53780170"	8204172
"TCGA-ET-A39R-01"	"TCGA-THCA"	0.22	12.1851739221681	2	"chr3:2170634-197812401"	195641768
"TCGA-J8-A3YF-01"	"TCGA-THCA"	0.67	12.0943333296974	2	"chr3:2170634-178742421"	176571788
"TCGA-FY-A40K-01"	"TCGA-THCA"	0.66	12.1505689234383	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A2Q9-01"	"TCGA-THCA"	NA	12.2072541463451	NA	"chr3:2170634-197812401"	195641768
"TCGA-EM-A3FP-01"	"TCGA-THCA"	0.63	12.409571128983	2	"chr3:2170634-125503943"	123333310
"TCGA-H2-A3RH-01"	"TCGA-THCA"	0.75	11.829197081813	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A0ZH-01"	"TCGA-THCA"	0.62	12.235535350624	2	"chr3:2170634-197812401"	195641768
"TCGA-ET-A3DW-01"	"TCGA-THCA"	0.84	12.2229606390519	2	"chr3:2170634-142486645"	140316012
"TCGA-EM-A3O6-01"	"TCGA-THCA"	0.71	12.5430281129301	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3UR-01"	"TCGA-THCA"	0.84	12.1433085356852	2	"chr3:23587021-197812401"	174225381
"TCGA-CE-A484-01"	"TCGA-THCA"	0.91	12.2789221925765	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3US-01"	"TCGA-THCA"	NA	12.078763911521	NA	"chr3:2170634-82613999"	80443366
"TCGA-BJ-A0ZF-01"	"TCGA-THCA"	NA	12.7870186722076	NA	"chr3:2170634-118689629"	116518996
"TCGA-ET-A25R-01"	"TCGA-THCA"	0.67	12.39814789271	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A3FN-01"	"TCGA-THCA"	0.66	12.1494597604429	2	"chr3:36654254-64286253"	27632000
"TCGA-DJ-A2PQ-01"	"TCGA-THCA"	0.97	11.9793567630484	2	"chr3:41266958-66693572"	25426615
"TCGA-EL-A3MW-01"	"TCGA-THCA"	0.83	12.0432829687511	2	"chr3:2170634-96584623"	94413990
"TCGA-FY-A3NN-01"	"TCGA-THCA"	0.63	12.3795214722847	2	"chr3:2170634-79421170"	77250537
"TCGA-EL-A3T0-01"	"TCGA-THCA"	NA	12.1056362665623	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A4JZ-01"	"TCGA-THCA"	0.67	12.0171319736316	2	"chr3:2170634-197812401"	195641768
"TCGA-E8-A419-01"	"TCGA-THCA"	0.54	11.9270040506352	2	"chr3:2170634-167395417"	165224784
"TCGA-ET-A39S-01"	"TCGA-THCA"	0.5	12.1874418855549	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A3O8-01"	"TCGA-THCA"	0.81	12.3964173721412	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3V5-01"	"TCGA-THCA"	0.56	12.1540978867309	2	"chr3:19964543-197812401"	177847859
"TCGA-DJ-A13P-01"	"TCGA-THCA"	0.82	12.3567983202463	2	"chr3:2170634-184326537"	182155904
"TCGA-EL-A4KH-01"	"TCGA-THCA"	0.66	12.6133100864459	2	"chr3:2170634-153023935"	150853302
"TCGA-DJ-A2PZ-01"	"TCGA-THCA"	0.55	12.3158554448502	2	"chr3:2170634-197812401"	195641768
"TCGA-E8-A2JQ-01"	"TCGA-THCA"	NA	12.2142008573326	NA	NA	NA
"TCGA-EL-A3CW-01"	"TCGA-THCA"	NA	12.1989334425599	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A4K2-01"	"TCGA-THCA"	0.85	12.272306417899	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3ZT-01"	"TCGA-THCA"	0.65	12.0682361441862	2	"chr3:33711939-197812401"	164100463
"TCGA-DJ-A2PX-01"	"TCGA-THCA"	0.18	11.9953705760845	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A2QB-01"	"TCGA-THCA"	0.67	12.5665668167065	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3UQ-01"	"TCGA-THCA"	0.67	12.2245148043815	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A1YA-01"	"TCGA-THCA"	0.64	12.927370771542	2	"chr3:32400985-197812401"	165411417
"TCGA-EM-A3SY-01"	"TCGA-THCA"	0.69	13.0809802589584	3	"chr3:46502344-53545134"	7042791
"TCGA-DJ-A2Q2-01"	"TCGA-THCA"	0.45	12.0057380000989	2	"chr3:2170634-80011199"	77840566
"TCGA-FE-A23A-01"	"TCGA-THCA"	0.7	12.3498820081819	2	"chr3:2170634-197812401"	195641768
"TCGA-IM-A41Z-01"	"TCGA-THCA"	0.6	12.3676829982713	2	"chr3:2170634-155983052"	153812419
"TCGA-EM-A3AN-01"	"TCGA-THCA"	0.64	11.6005386776925	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A3UY-01"	"TCGA-THCA"	0.38	12.3706167477894	2	"chr3:2170634-65467333"	63296700
"TCGA-KS-A4I7-01"	"TCGA-THCA"	0.57	11.8665186732044	2	"chr3:2170634-58841613"	56670980
"TCGA-ET-A3BN-01"	"TCGA-THCA"	0.91	12.3893103898242	2	"chr3:2170634-57964495"	55793862
"TCGA-FY-A4B4-01"	"TCGA-THCA"	0.65	12.2213899980078	2	"chr3:2170634-188131191"	185960558
"TCGA-EM-A4FU-01"	"TCGA-THCA"	0.73	12.3284840838847	2	"chr3:2170634-197812401"	195641768
"TCGA-EM-A3SX-01"	"TCGA-THCA"	0.68	12.0808567264504	2	"chr3:40830853-197812401"	156981549
"TCGA-EL-A3D0-01"	"TCGA-THCA"	NA	11.7089657205481	2	"chr3:2170634-55536924"	53366291
"TCGA-FY-A3RA-01"	"TCGA-THCA"	0.97	12.2212522865878	2	"chr3:2170634-197812401"	195641768
"TCGA-DE-A0Y2-01"	"TCGA-THCA"	0.85	12.3455640415149	2	"chr3:2170634-156621921"	154451288
"TCGA-ET-A3BP-01"	"TCGA-THCA"	0.78	12.253619311258	2	"chr3:2170634-106811477"	104640844
"TCGA-FK-A3SH-01"	"TCGA-THCA"	0.67	12.1664360006247	2	"chr3:2170634-96268719"	94098086
"TCGA-BJ-A0ZA-01"	"TCGA-THCA"	0.86	12.5784420894506	2	"chr3:2170634-197812401"	195641768
"TCGA-KS-A4IC-01"	"TCGA-THCA"	0.82	12.2952406199264	2	"chr3:2170634-82759184"	80588551
"TCGA-EL-A4KG-01"	"TCGA-THCA"	0.41	12.1056454325831	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A2Q5-01"	"TCGA-THCA"	0.44	11.9235826307413	2	"chr3:2170634-197812401"	195641768
"TCGA-EL-A3TB-01"	"TCGA-THCA"	0.83	12.243921585789	2	"chr3:35076284-120795336"	85719053
"TCGA-DO-A2HM-01"	"TCGA-THCA"	0.18	12.4070948997514	2	"chr3:2170634-197812401"	195641768
"TCGA-DJ-A13U-01"	"TCGA-THCA"	0.3	12.5189064836873	2	"chr3:2170634-197812401"	195641768
"TCGA-E8-A2EA-01"	"TCGA-THCA"	NA	12.1233568264193	NA	"chr3:2170634-197812401"	195641768
"TCGA-FE-A231-01"	"TCGA-THCA"	0.91	12.8522715660241	2	"chr3:2170634-79668821"	77498188
"TCGA-CE-A3ME-01"	"TCGA-THCA"	0.6	12.4250387675672	2	"chr3:2170634-197812401"	195641768
"TCGA-DE-A0XZ-01"	"TCGA-THCA"	0.76	12.1012258867801	2	"chr3:46869986-52887100"	6017115
"TCGA-KS-A4I3-01"	"TCGA-THCA"	0.83	12.7267294061962	2	"chr3:2170634-98468979"	96298346
"TCGA-EL-A3ZK-01"	"TCGA-THCA"	0.67	12.1009362254734	2	"chr3:46078888-148220978"	102142091
"TCGA-H2-A2K9-01"	"TCGA-THCA"	0.85	12.9784288950717	2	"chr3:23730116-197812401"	174082286
"TCGA-DJ-A13T-01"	"TCGA-THCA"	0.9	12.1632374362905	2	"chr3:2170634-197812401"	195641768
"TCGA-BJ-A2NA-01"	"TCGA-THCA"	0.67	12.2405609717016	2	"chr3:2170634-76493632"	74322999
"TCGA-DJ-A1QG-01"	"TCGA-THCA"	0.76	12.2864651676525	2	"chr3:44145270-58229333"	14084064
