"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"
"TCGA-DB-A75L-01"	"TCGA-LGG"	0.71	12.6184853411733	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-CS-5396-01"	"TCGA-LGG"	0.89	12.5558509334567	TRUE	2	"chr3:50890934-115411351"	64520418	"unaltered"	"unaltered"
"TCGA-CS-5397-01"	"TCGA-LGG"	0.65	12.7059372798014	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-E1-A7YK-01"	"TCGA-LGG"	0.45	12.2348754792546	TRUE	5	"chr3:39385659-56981805"	17596147	"unaltered"	"unaltered"
"TCGA-TQ-A7RN-01"	"TCGA-LGG"	0.88	13.0110573819255	FALSE	2	"chr3:42325781-53514902"	11189122	"unaltered"	"unaltered"
"TCGA-DB-5275-01"	"TCGA-LGG"	0.91	12.1725517189305	TRUE	1	"chr3:51484003-54816486"	3332484	"altered"	"copynumber"
"TCGA-DU-6404-01"	"TCGA-LGG"	0.29	12.6136969114629	FALSE	2	"chr3:46468719-53060285"	6591567	"unaltered"	"unaltered"
"TCGA-R8-A6YH-01"	"TCGA-LGG"	0.93	12.8150278353663	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-HW-7490-01"	"TCGA-LGG"	0.86	12.7253161622988	FALSE	2	"chr3:2170634-73517336"	71346703	"unaltered"	"unaltered"
"TCGA-DU-7011-01"	"TCGA-LGG"	0.24	12.5884417284765	FALSE	2	"chr3:30333816-197348850"	167015035	"unaltered"	"unaltered"
"TCGA-S9-A7IQ-01"	"TCGA-LGG"	0.5	13.7884646113564	FALSE	2	"chr3:36556204-54246365"	17690162	"unaltered"	"unaltered"
"TCGA-DU-8163-01"	"TCGA-LGG"	0.46	12.5358327577115	TRUE	4	"chr3:2170634-157467448"	155296815	"unaltered"	"unaltered"
"TCGA-P5-A5F2-01"	"TCGA-LGG"	0.61	12.6560021440825	FALSE	3	"chr3:50243736-88953630"	38709895	"unaltered"	"unaltered"
"TCGA-VM-A8CA-01"	"TCGA-LGG"	0.56	13.089809837105	FALSE	3	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-QH-A6CX-01"	"TCGA-LGG"	0.66	12.4073236200923	TRUE	4	"chr3:2170634-171453624"	169282991	"unaltered"	"unaltered"
"TCGA-WY-A858-01"	"TCGA-LGG"	0.66	12.2565149197291	TRUE	2	"chr3:41701623-101277826"	59576204	"unaltered"	"unaltered"
"TCGA-HT-7879-01"	"TCGA-LGG"	0.68	12.4467655007592	TRUE	4	"chr3:2170634-88120489"	85949856	"unaltered"	"unaltered"
"TCGA-HT-A61B-01"	"TCGA-LGG"	0.76	12.5903812584795	FALSE	4	"chr3:50555832-71078903"	20523072	"unaltered"	"unaltered"
"TCGA-DU-7309-01"	"TCGA-LGG"	0.73	13.4411275268728	FALSE	2	"chr3:2170634-163957380"	161786747	"unaltered"	"unaltered"
"TCGA-DB-5277-01"	"TCGA-LGG"	0.9	12.5603584538574	TRUE	1	"chr3:42186540-73929730"	31743191	"altered"	"copynumber"
"TCGA-QH-A6X8-01"	"TCGA-LGG"	0.82	13.0939527125349	FALSE	2	"chr3:42274264-54094024"	11819761	"unaltered"	"unaltered"
"TCGA-P5-A5ET-01"	"TCGA-LGG"	0.84	13.1563494813658	FALSE	2	"chr3:44294696-54120625"	9825930	"unaltered"	"unaltered"
"TCGA-HT-A616-01"	"TCGA-LGG"	0.54	13.1992522042817	FALSE	4	"chr3:18419264-57302395"	38883132	"unaltered"	"unaltered"
"TCGA-FG-A6IZ-01"	"TCGA-LGG"	0.96	13.7027819462828	FALSE	2	"chr3:2170634-73829826"	71659193	"unaltered"	"unaltered"
"TCGA-FG-8186-01"	"TCGA-LGG"	0.82	12.7575610297116	FALSE	2	"chr3:42667140-54003962"	11336823	"unaltered"	"unaltered"
"TCGA-FG-A4MW-01"	"TCGA-LGG"	0.72	12.9579674627079	FALSE	2	"chr3:7854103-84484813"	76630711	"unaltered"	"unaltered"
"TCGA-DU-A5TS-01"	"TCGA-LGG"	0.78	12.822229282356	FALSE	2	"chr3:31730448-80338550"	48608103	"unaltered"	"unaltered"
"TCGA-DB-A64L-01"	"TCGA-LGG"	0.61	13.0373857923418	FALSE	4	"chr3:46969820-53434743"	6464924	"unaltered"	"unaltered"
"TCGA-HT-7473-01"	"TCGA-LGG"	0.74	12.018108871037	TRUE	2	"chr3:44464737-59715251"	15250515	"unaltered"	"unaltered"
"TCGA-QH-A6CY-01"	"TCGA-LGG"	0.7	13.0245758018294	FALSE	2	"chr3:2170634-62765298"	60594665	"unaltered"	"unaltered"
"TCGA-DU-5871-01"	"TCGA-LGG"	0.9	12.5234868165144	TRUE	2	"chr3:13013995-53126116"	40112122	"unaltered"	"unaltered"
"TCGA-TQ-A7RQ-01"	"TCGA-LGG"	0.9	13.2250989481116	FALSE	2	"chr3:46378143-53675582"	7297440	"unaltered"	"unaltered"
"TCGA-DB-A64W-01"	"TCGA-LGG"	0.8	12.8801514378172	FALSE	4	"chr3:40681025-65888933"	25207909	"unaltered"	"unaltered"
"TCGA-FG-A4MT-01"	"TCGA-LGG"	0.88	13.5149597487727	FALSE	4	"chr3:2170634-189378176"	187207543	"unaltered"	"unaltered"
"TCGA-TQ-A7RJ-01"	"TCGA-LGG"	0.52	12.7463726886638	FALSE	4	"chr3:4524349-120554011"	116029663	"unaltered"	"unaltered"
"TCGA-DU-7290-01"	"TCGA-LGG"	0.68	12.4664371824049	TRUE	2	"chr3:46230949-65563866"	19332918	"unaltered"	"unaltered"
"TCGA-HT-7468-01"	"TCGA-LGG"	0.99	12.8475164103646	FALSE	2	"chr3:41226680-53411930"	12185251	"unaltered"	"unaltered"
"TCGA-HT-A617-01"	"TCGA-LGG"	0.76	13.0378472480135	FALSE	4	"chr3:22326604-54228896"	31902293	"unaltered"	"unaltered"
"TCGA-HT-7690-01"	"TCGA-LGG"	0.79	12.258480923142	TRUE	1	"chr3:2170634-91462299"	89291666	"altered"	"copynumber"
"TCGA-HT-A5R9-01"	"TCGA-LGG"	0.84	12.8945688063814	FALSE	2	"chr3:23698134-197812401"	174114268	"unaltered"	"unaltered"
"TCGA-HT-A615-01"	"TCGA-LGG"	0.59	12.9050273114682	FALSE	4	"chr3:42407188-53519218"	11112031	"unaltered"	"unaltered"
"TCGA-DU-6397-01"	"TCGA-LGG"	0.79	13.0940814860961	FALSE	2	"chr3:44843155-54972281"	10129127	"unaltered"	"unaltered"
"TCGA-CS-5393-01"	"TCGA-LGG"	0.55	12.7645059875059	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-DH-A66D-01"	"TCGA-LGG"	0.68	12.1332290987421	TRUE	2	"chr3:51126600-56567468"	5440869	"unaltered"	"unaltered"
"TCGA-HT-7877-01"	"TCGA-LGG"	0.66	13.2298725884045	FALSE	2	"chr3:18067151-197812401"	179745251	"unaltered"	"unaltered"
"TCGA-S9-A6UA-01"	"TCGA-LGG"	0.39	12.5565269692187	TRUE	4	"chr3:50923415-197812401"	146888987	"unaltered"	"unaltered"
"TCGA-E1-A7YE-01"	"TCGA-LGG"	0.8	12.7509819163755	FALSE	2	"chr3:12526926-54262189"	41735264	"unaltered"	"unaltered"
"TCGA-DU-8164-01"	"TCGA-LGG"	0.91	13.0488101473024	FALSE	2	"chr3:41076994-58378368"	17301375	"unaltered"	"unaltered"
"TCGA-DU-7015-01"	"TCGA-LGG"	0.32	12.5061343201802	TRUE	4	"chr3:42186540-105637085"	63450546	"unaltered"	"unaltered"
"TCGA-HT-7470-01"	"TCGA-LGG"	0.83	13.0650490116561	FALSE	4	"chr3:32811051-69061193"	36250143	"unaltered"	"unaltered"
"TCGA-TQ-A7RF-01"	"TCGA-LGG"	0.86	12.816833403518	FALSE	4	"chr3:50824782-88683802"	37859021	"unaltered"	"unaltered"
"TCGA-RY-A847-01"	"TCGA-LGG"	0.83	13.1184846260364	FALSE	2	"chr3:44575387-53252768"	8677382	"unaltered"	"unaltered"
"TCGA-HT-8564-01"	"TCGA-LGG"	0.66	13.3375550767415	FALSE	3	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-HT-7681-01"	"TCGA-LGG"	0.73	13.2608210249755	FALSE	2	"chr3:45069656-53398693"	8329038	"unaltered"	"unaltered"
"TCGA-WY-A85C-01"	"TCGA-LGG"	0.87	12.4391503819383	TRUE	2	"chr3:50883779-67857172"	16973394	"unaltered"	"unaltered"
"TCGA-CS-4941-01"	"TCGA-LGG"	0.62	12.9895674877091	FALSE	2	"chr3:2170634-59720118"	57549485	"unaltered"	"unaltered"
"TCGA-S9-A7IS-01"	"TCGA-LGG"	0.84	12.7749964502767	FALSE	2	"chr3:44220223-54739507"	10519285	"unaltered"	"unaltered"
"TCGA-E1-A7YU-01"	"TCGA-LGG"	0.58	12.7417548035389	FALSE	3	"chr3:50230709-55640206"	5409498	"unaltered"	"unaltered"
"TCGA-DU-6392-01"	"TCGA-LGG"	0.83	13.1031396807811	FALSE	2	"chr3:37829595-191566836"	153737242	"unaltered"	"unaltered"
"TCGA-HT-A74H-01"	"TCGA-LGG"	0.68	12.503707060293	TRUE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-QH-A6CW-01"	"TCGA-LGG"	0.87	12.6181344704441	FALSE	2	"chr3:17566036-90203297"	72637262	"unaltered"	"unaltered"
"TCGA-DD-A4NV-01"	"TCGA-LIHC"	0.54	12.4222632121072	FALSE	3	"chr3:2170634-196238244"	194067611	"unaltered"	"unaltered"
"TCGA-DD-A1EB-01"	"TCGA-LIHC"	0.82	11.8890470940507	FALSE	2	"chr3:49329285-53286544"	3957260	"unaltered"	"unaltered"
"TCGA-TS-A7P1-01"	"TCGA-MESO"	0.8	9.87814208095458	TRUE	1	"chr3:46847885-55394556"	8546672	"altered"	"mutation+copynumber"
"TCGA-3H-AB3U-01"	"TCGA-MESO"	0.76	9.93287927038802	TRUE	2	"chr3:44813308-58096982"	13283675	"altered"	"mutation"
"TCGA-3H-AB3K-01"	"TCGA-MESO"	0.77	12.451382760564	FALSE	2	"chr3:2170634-197812401"	195641768	"altered"	"mutation"
"TCGA-3U-A98H-01"	"TCGA-MESO"	0.38	10.5191791401147	FALSE	1	"chr3:51751446-80957721"	29206276	"altered"	"mutation+copynumber"
"TCGA-3U-A98E-01"	"TCGA-MESO"	0.81	8.58831072276184	TRUE	0	"chr3:52397741-52619726"	221986	"altered"	"copynumber"
"TCGA-MQ-A4LJ-01"	"TCGA-MESO"	0.69	12.0239336554116	FALSE	2	"chr3:29756943-66380387"	36623445	"unaltered"	"unaltered"
"TCGA-MQ-A4KX-01"	"TCGA-MESO"	0.41	11.7091179910379	FALSE	1	"chr3:43206261-52605422"	9399162	"altered"	"mutation+copynumber"
"TCGA-LK-A4O2-01"	"TCGA-MESO"	0.49	10.4269604142389	FALSE	1	"chr3:39709264-85703402"	45994139	"altered"	"mutation+copynumber"
"TCGA-TS-A7OZ-01"	"TCGA-MESO"	0.56	11.6576830515265	FALSE	2	"chr3:37790895-53963250"	16172356	"altered"	"mutation"
"TCGA-SH-A7BD-01"	"TCGA-MESO"	0.88	9.42841636987329	TRUE	1	"chr3:52401844-52408338"	6495	"altered"	"copynumber"
"TCGA-SH-A7BH-01"	"TCGA-MESO"	0.81	13.8178329246259	FALSE	4	"chr3:18717104-77436506"	58719403	"unaltered"	"unaltered"
"TCGA-UT-A97Y-01"	"TCGA-MESO"	0.23	11.5046101254793	FALSE	2	"chr3:2170634-166177317"	164006684	"unaltered"	"unaltered"
"TCGA-3U-A98J-01"	"TCGA-MESO"	0.57	12.2465280831453	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-TS-A7OU-01"	"TCGA-MESO"	0.68	9.62686159234023	TRUE	0	"chr3:52331245-52462120"	130876	"altered"	"copynumber"
"TCGA-SC-A6LM-01"	"TCGA-MESO"	0.68	9.04972564489638	TRUE	0	"chr3:52398121-52510341"	112221	"altered"	"copynumber"
"TCGA-SH-A9CT-01"	"TCGA-MESO"	0.73	11.9706497501786	FALSE	2	"chr3:40290639-53611872"	13321234	"unaltered"	"unaltered"
"TCGA-3U-A98D-01"	"TCGA-MESO"	0.65	12.1262502332421	FALSE	2	"chr3:42317394-54716221"	12398828	"unaltered"	"unaltered"
"TCGA-SC-A6LP-01"	"TCGA-MESO"	0.56	12.5329051037274	FALSE	2	"chr3:2170634-82706841"	80536208	"unaltered"	"unaltered"
"TCGA-TS-A7P0-01"	"TCGA-MESO"	0.52	12.7308398766177	FALSE	4	"chr3:2170634-94394253"	92223620	"unaltered"	"unaltered"
"TCGA-3H-AB3L-01"	"TCGA-MESO"	0.66	10.0879678616716	TRUE	1	"chr3:52397741-52658236"	260496	"altered"	"copynumber"
"TCGA-UT-A88G-01"	"TCGA-MESO"	0.83	12.7705527607896	FALSE	4	"chr3:44184840-59652761"	15467922	"unaltered"	"unaltered"
"TCGA-SC-A6LQ-01"	"TCGA-MESO"	0.42	10.9249913230655	FALSE	1	"chr3:52351887-52600007.5"	248121.5	"altered"	"copynumber"
"TCGA-MQ-A6BL-01"	"TCGA-MESO"	0.29	11.8605619591673	FALSE	1	"chr3:37326842-79244145"	41917304	"altered"	"copynumber"
"TCGA-3H-AB3T-01"	"TCGA-MESO"	0.44	10.3624581654099	FALSE	1	"chr3:45881243-57189552"	11308310	"altered"	"mutation+copynumber"
"TCGA-ZN-A9VS-01"	"TCGA-MESO"	0.5	9.96727148869401	TRUE	2	"chr3:50828225-52589583"	1761359	"altered"	"mutation"
"TCGA-24-0966-01"	"TCGA-OV"	0.95	12.5975406548244	FALSE	2	"chr3:44335678-53590993"	9255316	"unaltered"	"unaltered"
"TCGA-WR-A838-01"	"TCGA-OV"	0.95	12.1993460507727	FALSE	4	"chr3:51891433-53435288"	1543856	"unaltered"	"unaltered"
"TCGA-09-2044-01"	"TCGA-OV"	0.89	12.802392265675	FALSE	2	"chr3:32506648-58233558"	25726911	"unaltered"	"unaltered"
"TCGA-29-1769-01"	"TCGA-OV"	0.88	11.9763699229671	FALSE	2	"chr3:52041821-58246932"	6205112	"unaltered"	"unaltered"
"TCGA-09-2055-01"	"TCGA-OV"	0.82	NA	FALSE	2	"chr3:37508371-53074448"	15566078	"unaltered"	"unaltered"
"TCGA-59-2351-01"	"TCGA-OV"	0.5	12.2975945452641	FALSE	3	"chr3:17297660-57321309"	40023650	"unaltered"	"unaltered"
"TCGA-09-0366-01"	"TCGA-OV"	0.68	11.7718501808027	TRUE	2	"chr3:43215252-78257303"	35042052	"unaltered"	"unaltered"
"TCGA-13-1495-01"	"TCGA-OV"	0.82	11.9487469566608	FALSE	4	"chr3:44056216-61075779"	17019564	"unaltered"	"unaltered"
"TCGA-13-1491-01"	"TCGA-OV"	0.9	NA	FALSE	2	"chr3:50407420-53406068"	2998649	"unaltered"	"unaltered"
"TCGA-61-1906-01"	"TCGA-OV"	0.79	NA	FALSE	4	"chr3:51897070-54230738"	2333669	"unaltered"	"unaltered"
"TCGA-04-1371-01"	"TCGA-OV"	0.89	NA	FALSE	2	"chr3:42511770-52589583"	10077814	"unaltered"	"unaltered"
"TCGA-25-1320-01"	"TCGA-OV"	0.57	12.0752726273567	FALSE	5	"chr3:50404140-55787016"	5382877	"unaltered"	"unaltered"
"TCGA-61-1736-01"	"TCGA-OV"	0.81	11.4744474266269	TRUE	1	"chr3:52234850-63729390"	11494541	"altered"	"copynumber"
"TCGA-42-2591-01"	"TCGA-OV"	0.91	NA	FALSE	1	"chr3:43036852-63703752"	20666901	"altered"	"copynumber"
"TCGA-61-1722-01"	"TCGA-OV"	0.55	NA	FALSE	2	"chr3:50689088-66457482"	15768395	"unaltered"	"unaltered"
"TCGA-25-2396-01"	"TCGA-OV"	0.86	12.1109409195886	FALSE	3	"chr3:44839666-55424534"	10584869	"unaltered"	"unaltered"
"TCGA-24-1104-01"	"TCGA-OV"	0.72	12.2705999190632	FALSE	2	"chr3:2170634-69239755"	67069122	"unaltered"	"unaltered"
"TCGA-31-1953-01"	"TCGA-OV"	0.64	12.3830784807896	FALSE	4	"chr3:41412084-61372004"	19959921	"unaltered"	"unaltered"
"TCGA-04-1652-01"	"TCGA-OV"	0.86	NA	FALSE	3	"chr3:10377161-87517154"	77139994	"unaltered"	"unaltered"
"TCGA-30-1714-01"	"TCGA-OV"	0.9	11.5225100567044	TRUE	3	"chr3:46565765-53232515"	6666751	"unaltered"	"unaltered"
"TCGA-61-1899-01"	"TCGA-OV"	0.78	NA	FALSE	7	"chr3:49945468-76595907"	26650440	"unaltered"	"unaltered"
"TCGA-OY-A56P-01"	"TCGA-OV"	0.96	NA	FALSE	6	"chr3:32778692-53680508"	20901817	"unaltered"	"unaltered"
"TCGA-09-1673-01"	"TCGA-OV"	0.87	12.771378580853	FALSE	4	"chr3:48170695-55615045"	7444351	"unaltered"	"unaltered"
"TCGA-24-1850-01"	"TCGA-OV"	0.77	11.7952975727202	TRUE	2	"chr3:42524650-53725860"	11201211	"unaltered"	"unaltered"
"TCGA-42-2582-01"	"TCGA-OV"	0.75	NA	FALSE	2	"chr3:48201192-58051235"	9850044	"unaltered"	"unaltered"
"TCGA-24-1435-01"	"TCGA-OV"	0.71	12.9768077808531	FALSE	4	"chr3:46507313-53407349"	6900037	"unaltered"	"unaltered"
"TCGA-24-2290-01"	"TCGA-OV"	0.81	12.6951450195894	FALSE	4	"chr3:46183902-53713653"	7529752	"unaltered"	"unaltered"
"TCGA-VG-A8LO-01"	"TCGA-OV"	0.93	12.4502027057148	FALSE	2	"chr3:46402252-58806435"	12404184	"unaltered"	"unaltered"
"TCGA-04-1516-01"	"TCGA-OV"	0.69	NA	FALSE	3	"chr3:44314989-52471162"	8156174	"unaltered"	"unaltered"
"TCGA-13-1506-01"	"TCGA-OV"	0.94	12.3324652461827	FALSE	3	"chr3:47157301-65872364"	18715064	"unaltered"	"unaltered"
"TCGA-13-0766-01"	"TCGA-OV"	0.75	11.671975118905	TRUE	1	"chr3:48111169-56556939"	8445771	"altered"	"copynumber"
"TCGA-24-1431-01"	"TCGA-OV"	0.9	12.3820864052403	FALSE	3	"chr3:50187831-57437519"	7249689	"unaltered"	"unaltered"
"TCGA-24-1603-01"	"TCGA-OV"	0.96	12.6970609998875	FALSE	2	"chr3:51297167-53190213"	1893047	"unaltered"	"unaltered"
"TCGA-36-2543-01"	"TCGA-OV"	0.58	NA	FALSE	6	"chr3:51975509-52975375"	999867	"unaltered"	"unaltered"
"TCGA-DU-A5TR-01"	"TCGA-LGG"	0.73	12.5763638663257	FALSE	2	"chr3:47688390-197812401"	150124012	"unaltered"	"unaltered"
"TCGA-WY-A85B-01"	"TCGA-LGG"	0.87	12.611744455398	FALSE	2	"chr3:6249573-79902628"	73653056	"unaltered"	"unaltered"
"TCGA-E1-A7YN-01"	"TCGA-LGG"	0.36	12.5251107805507	TRUE	2	"chr3:27667147-55988776"	28321630	"unaltered"	"unaltered"
"TCGA-F6-A8O4-01"	"TCGA-LGG"	0.81	13.0140175353407	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-HT-7689-01"	"TCGA-LGG"	0.72	12.540382501618	TRUE	2	"chr3:19791585-158237129"	138445545	"unaltered"	"unaltered"
"TCGA-CS-4942-01"	"TCGA-LGG"	0.77	13.1010093883884	FALSE	2	"chr3:2170634-181803438"	179632805	"unaltered"	"unaltered"
"TCGA-S9-A7R3-01"	"TCGA-LGG"	0.74	12.4132209670025	TRUE	4	"chr3:2170634-63300062"	61129429	"unaltered"	"unaltered"
"TCGA-HT-7882-01"	"TCGA-LGG"	0.27	12.3338567557804	TRUE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-P5-A5F4-01"	"TCGA-LGG"	0.6	13.2508409328046	FALSE	4	"chr3:2170634-137489967"	135319334	"unaltered"	"unaltered"
"TCGA-HT-7609-01"	"TCGA-LGG"	0.19	12.5292668523	TRUE	2	"chr3:2170634-57894661"	55724028	"unaltered"	"unaltered"
"TCGA-DU-5851-01"	"TCGA-LGG"	0.44	NA	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-FG-A70Z-01"	"TCGA-LGG"	0.7	12.9646291240557	FALSE	2	"chr3:37528979-90436486"	52907508	"unaltered"	"unaltered"
"TCGA-QH-A6CZ-01"	"TCGA-LGG"	0.85	13.1539290875949	FALSE	4	"chr3:42434396-53712179"	11277784	"unaltered"	"unaltered"
"TCGA-CS-6669-01"	"TCGA-LGG"	0.28	14.1209662960561	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-WY-A85D-01"	"TCGA-LGG"	0.87	12.694311500807	FALSE	2	"chr3:32988494-72284124"	39295631	"unaltered"	"unaltered"
"TCGA-DU-7299-01"	"TCGA-LGG"	0.67	12.6477097752454	FALSE	4	"chr3:37147352-58658896"	21511545	"unaltered"	"unaltered"
"TCGA-HT-7873-01"	"TCGA-LGG"	0.82	12.3422376461283	TRUE	2	"chr3:50801071-76493009"	25691939	"unaltered"	"unaltered"
"TCGA-P5-A5F1-01"	"TCGA-LGG"	0.79	12.6504084229351	FALSE	2	"chr3:38762850-57447394"	18684545	"unaltered"	"unaltered"
"TCGA-KT-A7W1-01"	"TCGA-LGG"	0.88	12.7626533914463	FALSE	2	"chr3:49677212-53824514"	4147303	"unaltered"	"unaltered"
"TCGA-HT-A5RC-01"	"TCGA-LGG"	0.72	12.4512311529444	TRUE	2	"chr3:48923598-53704433"	4780836	"unaltered"	"unaltered"
"TCGA-DU-6406-01"	"TCGA-LGG"	0.98	12.8319500471551	FALSE	2	"chr3:45757196-53508598"	7751403	"unaltered"	"unaltered"
"TCGA-DB-A75M-01"	"TCGA-LGG"	0.87	12.6991107127397	FALSE	2	"chr3:2170634-196026146"	193855513	"unaltered"	"unaltered"
"TCGA-HT-7902-01"	"TCGA-LGG"	0.22	12.51629520561	TRUE	3	"chr3:17479711-63310643"	45830933	"unaltered"	"unaltered"
"TCGA-DU-6408-01"	"TCGA-LGG"	0.89	13.1357564331108	FALSE	2	"chr3:15611964-114432250"	98820287	"unaltered"	"unaltered"
"TCGA-E1-5311-01"	"TCGA-LGG"	0.84	13.1886731308618	FALSE	2	"chr3:41782346-53524096"	11741751	"unaltered"	"unaltered"
"TCGA-S9-A7J3-01"	"TCGA-LGG"	0.78	12.8930037859202	FALSE	2	"chr3:46680172-53571818"	6891647	"unaltered"	"unaltered"
"TCGA-S9-A6WH-01"	"TCGA-LGG"	0.86	12.940190387404	FALSE	4	"chr3:41808789-53540025"	11731237	"unaltered"	"unaltered"
"TCGA-DB-A4XE-01"	"TCGA-LGG"	0.93	12.6717490861558	FALSE	2	"chr3:17659216-94427616"	76768401	"unaltered"	"unaltered"
"TCGA-P5-A737-01"	"TCGA-LGG"	0.93	12.9367053318151	FALSE	2	"chr3:19242135-197812401"	178570267	"unaltered"	"unaltered"
"TCGA-TM-A7CA-01"	"TCGA-LGG"	0.67	12.8180090000011	FALSE	2	"chr3:2170634-84760417"	82589784	"unaltered"	"unaltered"
"TCGA-QH-A6CV-01"	"TCGA-LGG"	0.57	12.7722913874761	FALSE	4	"chr3:50202071-53983862"	3781792	"unaltered"	"unaltered"
"TCGA-DU-5874-01"	"TCGA-LGG"	0.96	13.3583754540404	FALSE	2	"chr3:45176151-53392496"	8216346	"unaltered"	"unaltered"
"TCGA-DH-5140-01"	"TCGA-LGG"	0.8	13.0559661932712	FALSE	4	"chr3:45892404-53411930"	7519527	"unaltered"	"unaltered"
"TCGA-P5-A72X-01"	"TCGA-LGG"	0.73	12.7819536026108	FALSE	2	"chr3:20452274-197812401"	177360128	"unaltered"	"unaltered"
"TCGA-DU-A76K-01"	"TCGA-LGG"	0.61	12.8649686318578	FALSE	2	"chr3:24287187-90453712"	66166526	"unaltered"	"unaltered"
"TCGA-DU-7006-01"	"TCGA-LGG"	0.73	12.4847909199313	TRUE	2	"chr3:2170634-98678664"	96508031	"unaltered"	"unaltered"
"TCGA-HT-7477-01"	"TCGA-LGG"	0.74	12.7663506083363	FALSE	3	"chr3:31035404-52654047"	21618644	"unaltered"	"unaltered"
"TCGA-WY-A85E-01"	"TCGA-LGG"	0.98	12.4619736028943	TRUE	3	"chr3:37572577-86516756"	48944180	"unaltered"	"unaltered"
"TCGA-DU-A76L-01"	"TCGA-LGG"	0.65	12.3665742533383	TRUE	2	"chr3:36305984-67738546"	31432563	"unaltered"	"unaltered"
"TCGA-S9-A6TX-01"	"TCGA-LGG"	0.82	13.107234895182	FALSE	2	"chr3:46553570-53415751"	6862182	"unaltered"	"unaltered"
"TCGA-FG-7634-01"	"TCGA-LGG"	0.84	12.6057101373268	FALSE	2	"chr3:36402253-58633125"	22230873	"unaltered"	"unaltered"
"TCGA-CS-4938-01"	"TCGA-LGG"	0.79	12.440271086169	TRUE	2	"chr3:46439467-197812401"	151372935	"unaltered"	"unaltered"
"TCGA-E1-A7Z3-01"	"TCGA-LGG"	0.5	13.1886313326062	FALSE	4	"chr3:42331159-197812401"	155481243	"unaltered"	"unaltered"
"TCGA-HT-7607-01"	"TCGA-LGG"	0.36	13.2689343275084	FALSE	2	"chr3:37474693-59554058"	22079366	"unaltered"	"unaltered"
"TCGA-P5-A730-01"	"TCGA-LGG"	0.86	12.5372099469597	TRUE	2	"chr3:45737644-53461309"	7723666	"unaltered"	"unaltered"
"TCGA-HT-7610-01"	"TCGA-LGG"	0.61	13.2664076336364	FALSE	2	"chr3:14040393-155148308"	141107916	"unaltered"	"unaltered"
"TCGA-VM-A8CH-01"	"TCGA-LGG"	0.89	12.4146133062354	TRUE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-HT-7880-01"	"TCGA-LGG"	0.87	13.1743879573981	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-VM-A8C9-01"	"TCGA-LGG"	0.57	12.5642380658166	FALSE	2	"chr3:2170634-124332983"	122162350	"unaltered"	"unaltered"
"TCGA-QH-A870-01"	"TCGA-LGG"	0.74	12.6484106749816	FALSE	2	"chr3:2170634-158593882"	156423249	"unaltered"	"unaltered"
"TCGA-DU-7008-01"	"TCGA-LGG"	0.83	12.9905489621685	FALSE	2	"chr3:44491991-73266350"	28774360	"unaltered"	"unaltered"
"TCGA-P5-A72U-01"	"TCGA-LGG"	0.46	12.749088347508	FALSE	2	"chr3:2170634-193155110"	190984477	"unaltered"	"unaltered"
"TCGA-DB-5280-01"	"TCGA-LGG"	0.87	12.5561299854537	TRUE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-CS-6188-01"	"TCGA-LGG"	0.68	12.4364734365353	TRUE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-HT-7854-01"	"TCGA-LGG"	0.42	12.3172428368379	TRUE	2	"chr3:2170634-131273270"	129102637	"unaltered"	"unaltered"
"TCGA-HT-7472-01"	"TCGA-LGG"	0.71	12.6339743696997	FALSE	2	"chr3:6169242-68042729"	61873488	"unaltered"	"unaltered"
"TCGA-TQ-A7RR-01"	"TCGA-LGG"	0.55	12.7989945776813	FALSE	4	"chr3:2170634-88201894"	86031261	"unaltered"	"unaltered"
"TCGA-DU-5849-01"	"TCGA-LGG"	0.69	13.0027981033952	FALSE	2	"chr3:42553623-58638794"	16085172	"unaltered"	"unaltered"
